,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42
T3303,2301,2313,2330,2360,2368,2376,2382,2383,2408,2412,2455,3008,3017,3037,3044,3443,3529,3548,3587,3661,4961,4966,5274,6285,6643,8086,8299,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3601,1477,2330,2345,2360,2368,2376,2382,2383,2455,3017,3035,3443,3529,3533,3587,3653,3661,3675,5274,6274,6409,6515,6669,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3604,1319,2301,2308,2330,2345,2360,2376,2382,2383,2454,2455,3017,3034,3035,3044,3529,3533,3653,3661,4966,5274,6274,6669,8069,9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3619,1476,1513,2059,2330,2345,2368,2382,2383,2408,2449,2454,3017,3035,3231,3443,3529,3653,3661,3675,4763,4961,4979,5274,6274,6515,6669,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3701,1477,2059,2204,2330,2345,2368,2382,2383,3017,3035,3044,3231,3324,3406,3529,3533,3653,3661,3680,4763,4961,4966,4968,6223,6274,6515,6669,8086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3703,1477,2059,2330,2345,2368,2382,2383,2455,3017,3034,3035,3044,3231,3324,3406,3529,3533,3653,3661,4572,4763,4961,4966,4968,5269,6223,6274,6515,6669,8069,8086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3707,1477,2059,2330,2345,2368,2382,2383,3017,3034,3035,3044,3131,3231,3324,3406,3529,3533,3653,3661,4763,4961,4966,4968,6223,6274,6515,6669,8086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3786,1216,1477,1707,2204,2233,2301,2303,2330,2345,2368,2382,2383,2385,2454,2886,2891,3017,3034,3044,3231,3653,3661,4572,4763,4915,4961,6121,6223,6274,6515,6669,9941,9942,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3803,1216,1513,2301,2317,2330,2345,2357,2368,2376,2382,2383,2454,2881,2882,2891,3008,3017,3034,3035,3037,3044,3231,3443,3661,6669,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4001,1476,1590,2303,2308,2313,2330,2368,2376,2454,3017,3035,3037,3189,3218,3324,3443,3532,3533,3596,3707,3711,4919,4961,6279,6670,6781,8046,8069,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4101,1319,1477,1519,2204,2345,2368,2382,2383,2455,3014,3035,3260,3587,3661,3680,4961,5388,6176,6197,6223,6239,6531,6643,6811,8299,8996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4112,1476,1477,1519,2204,2308,2330,2345,2368,2376,2382,2383,2634,3014,3017,3034,3037,3217,3260,3587,3661,3680,5269,5388,6197,6643,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4209,1319,1477,2301,2308,2330,2368,2376,2382,2383,3008,3017,3023,3034,3217,3293,3529,3587,3661,4966,5269,5904,6538,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4301,1519,2059,2330,2345,2368,2376,2382,2383,2421,3014,3017,3037,3231,3443,3529,3587,3653,3661,3693,3715,4966,5269,5274,6515,6669,8210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4303,1519,2059,2330,2345,2368,2376,2382,2383,3017,3037,3231,3443,3529,3587,3653,3661,3693,3715,4763,4966,5269,5274,5340,6414,6515,8210,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4502,1215,2014,2201,2308,2313,2330,2368,2376,2382,2383,2634,3017,3022,3037,3443,3533,3563,3665,4551,4572,4736,4770,4966,6223,6781,8046,9802,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4510,1477,1590,2303,2327,2330,2345,2368,2376,2382,2383,2449,3017,3044,3443,3661,5269,5274,5289,5425,6223,6285,6488,8016,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4706,2308,2330,2344,2368,2376,2382,2383,2408,3017,3035,3037,3131,3162,3231,3260,3443,3529,3533,3587,3661,3680,4746,4966,5269,5274,6274,8155,8210,8996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4712,1519,1736,2059,2368,2376,2383,2455,2753,3035,3037,3293,3324,3443,3479,3515,3529,3587,3675,3680,3704,3715,4768,4961,4966,4979,5274,6245,6515,6781,6863,8155,8996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4720,1519,2330,2356,2368,2376,2382,2383,2455,3017,3035,3037,3131,3231,3443,3529,3653,3661,3675,3680,4746,4768,4953,4961,4966,4979,5269,5274,6290,6515,6679,6781,8155,8996,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4801,1319,1477,2330,2345,2360,2368,2382,2383,2449,3017,3042,3044,3587,3596,3661,5388,6121,6176,6285,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4816,1319,2330,2345,2360,2368,2382,2383,2449,3017,3042,3044,3587,3596,3661,5388,6121,6176,6285,8016,8299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T5001,1477,1519,2313,2330,2345,2382,2454,2630,3006,3037,3044,3260,3324,3529,3533,3617,3653,3661,3694,3715,4938,5274,6235,6271,6491,8046,8299,8996,9958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
