有價證券代號及名稱,,國際證券辨識號碼(ISIN Code),發行日,CFICode,備註
T3808D,富達亞洲非投資等級債券證券投,TW000T3808D4,2017/10/30,CIOIBU,
T3808E,富達亞洲非投資等級債券證券投,TW000T3808E2,2017/10/30,CIOGBU,
T3808F,富達亞洲非投資等級債券證券投,TW000T3808F9,2017/10/30,CIOIBU,
T3808G,富達亞洲非投資等級債券證券投,TW000T3808G7,2017/10/30,CIOGBU,
T3808H,富達亞洲非投資等級債券證券投,TW000T3808H5,2017/10/30,CIOIBU,
T3809A,富達全球多重資產收益組合基金Ａ股累積型(新臺幣),TW000T3809A8,2018/9/21,CIOGLU,
T3809B,富達全球多重資產收益組合基金Ａ股月配息型(新臺幣),TW000T3809B6,2018/9/21,CIOILU,
T3809C,富達全球多重資產收益組合基金Ａ股累積型(美元),TW000T3809C4,2018/9/21,CIOGLU,
T3809D,富達全球多重資產收益組合基金Ａ股月配息型(美元),TW000T3809D2,2018/9/21,CIOILU,
T3809E,富達全球多重資產收益組合基金Ａ股累積型(人民幣避險),TW000T3809E0,2018/9/21,CIOGLU,
T3809F,富達全球多重資產收益組合基金Ａ股月配息型(人民幣避險),TW000T3809F7,2018/9/21,CIOILU,
T3813A,富達永續全球股票收益證券投資,TW000T3813A0,2022/7/28,CIOGEU,
T3813B,富達永續全球股票收益證券投資,TW000T3813B8,2022/7/28,CIOIEU,
T3813C,富達永續全球股票收益證券投資,TW000T3813C6,2022/7/28,CIOGEU,
T3813D,富達永續全球股票收益證券投資,TW000T3813D4,2022/7/28,CIOIEU,
T3813E,富達永續全球股票收益證券投資,TW000T3813E2,2022/7/28,CIOGEU,
T3813F,富達永續全球股票收益證券投資,TW000T3813F9,2022/7/28,CIOIEU,
T3813G,富達永續全球股票收益證券投資,TW000T3813G7,2022/7/28,CIOGEU,
T3813H,富達永續全球股票收益證券投資,TW000T3813H5,2022/7/28,CIOIEU,
T4001Y,德銀遠東DWS台灣旗艦基金,TW000T4001Y1,2001/8/2,CIOGEU,
T4002Y,德銀遠東DWS台灣貨幣市場基金,TW000T4002Y9,2001/11/28,CIOGEU,
T4006Y,德銀遠東DWS全球原物料能源基金,TW000T4006Y0,2004/7/8,CIOGEU,
T4020A,德銀遠東2024年到期新興市場債券基金(美元),TW000T4020A1,2018/10/3,CIOGBU,
T4020B,德銀遠東2024年到期新興市場債券基金(人民幣),TW000T4020B9,2018/10/3,CIOGBU,
T4101Y,凱基開創基金,TW000T4101Y9,2001/10/8,CIOGEU,
T4102Y,凱基凱旋貨幣市場基金,TW000T4102Y7,2002/6/25,CIOGEU,
T4103Y,凱基台商天下基金,TW000T4103Y5,2007/5/8,CIOGEU,
T4112Y,凱基台灣精五門基金,TW000T4112Y6,2009/9/3,CIOGEU,
T4114Y,凱基新興趨勢ETF組合基金,TW000T4114Y2,2010/8/9,CIOGEU,
T4117B,凱基新興市場中小基金美元,TW000T4117B3,2017/12/7,CIOGEU,
T4117Y,凱基新興市場中小基金,TW000T4117Y5,2011/8/5,CIOGEU,
T4119B,凱基雲端趨勢基金美元,TW000T4119B9,2017/12/7,CIOGEU,
T4119Y,凱基雲端趨勢基金,TW000T4119Y1,2012/6/11,CIOGEU,
T4125A,凱基銀髮商機基金新台幣,TW000T4125A8,2016/7/11,CIOGEU,
T4125B,凱基銀髮商機基金美元,TW000T4125B6,2016/7/11,CIOGEU,
T4125C,凱基銀髮商機基金人民幣,TW000T4125C4,2016/7/11,CIOGEU,
T4127A,凱基醫院及長照產業託基金新台幣,TW000T4127A4,2017/5/2,CIOGEU,
T4127B,凱基醫院及長照產業基金美元,TW000T4127B2,2017/5/2,CIOGEU,
T4127C,凱基醫院及長照產業證券投資信,TW000T4127C0,2020/2/3,CIOGEU,
T4127D,凱基醫院及長照產業證券投資信,TW000T4127D8,2020/2/3,CIOGEU,
T4127E,凱基醫院及長照產業證券投資信,TW000T4127E6,2020/5/5,CIOGEU,
T4127F,凱基醫院及長照產業證券投資信,TW000T4127F3,2020/5/5,CIOGEU,
T4127G,凱基醫院及長照產業證券投資信,TW000T4127G1,2021/1/4,CIOGEU,
T4128A,凱基六年到期新興市場債券基金新台幣,TW000T4128A2,2018/3/2,CIOGBU,
T4128B,凱基六年到期新興市場債券基金美元,TW000T4128B0,2018/3/2,CIOGBU,
T4129A,凱基2024到期新興市場債券基金美元,TW000T4129A0,2018/9/3,CIOGBU,
T4129B,凱基2024到期新興市場債券基金人民幣,TW000T4129B8,2018/9/3,CIOGBU,
T4130A,凱基2025到期新興市場債券基金美元,TW000T4130A8,2019/1/22,CIOGBU,
T4130B,凱基2025到期新興市場債券基金人民幣,TW000T4130B6,2019/1/22,CIOGBU,
T4131A,凱基2025階梯到期新興市場債券基金新臺幣,TW000T4131A6,2019/6/10,CIOGBU,
T4131B,凱基2025階梯到期新興市場債券基金美元,TW000T4131B4,2019/6/10,CIOGBU,
T4131C,凱基2025階梯到期新興市場債券基金人民幣,TW000T4131C2,2019/6/10,CIOGBU,
T4132A,凱基2025到期優先順位新興市場債券基金-新臺幣A(累積),TW000T4132A4,2019/10/15,CIOGBU,
T4132B,凱基2025到期優先順位新興市場債券基金-新臺幣B(年配),TW000T4132B2,2019/10/15,CIOIBU,
T4132C,凱基2025到期優先順位新興市場債券基金-美元A(累積),TW000T4132C0,2019/10/15,CIOGBU,
T4132D,凱基2025到期優先順位新興市場債券基金-美元B(年配),TW000T4132D8,2019/10/15,CIOIBU,
T4132E,凱基2025到期優先順位新興市場債券基金-人民幣A(累積),TW000T4132E6,2019/10/15,CIOGBU,
T4132F,凱基2025到期優先順位新興市場債券基金-人民幣B(年配),TW000T4132F3,2019/10/15,CIOIBU,
T4133B,凱基臺灣多元收益多重資產證券,TW000T4133B0,2019/12/30,CIOGLU,
T4133Y,凱基臺灣多元收益多重資產證券投資信託基金,TW000T4133Y2,2019/8/5,CIOGLU,
T4134A,凱基收益成長多重資產基金-新臺幣A(累積),TW000T4134A0,2019/9/25,CIOGLU,
T4134B,凱基收益成長多重資產基金-新臺幣B(月配),TW000T4134B8,2019/9/25,CIOILU,
T4134C,凱基收益成長多重資產基金-新臺幣NA(累積),TW000T4134C6,2019/9/25,CIOGLU,
T4134D,凱基收益成長多重資產基金-新臺幣NB(月配),TW000T4134D4,2019/9/25,CIOILU,
T4134E,凱基收益成長多重資產基金-美元A(累積),TW000T4134E2,2019/9/25,CIOGLU,
T4134F,凱基收益成長多重資產基金-美元B(月配),TW000T4134F9,2019/9/25,CIOILU,
T4134G,凱基收益成長多重資產基金-美元NA(累積),TW000T4134G7,2019/9/25,CIOGLU,
T4134H,凱基收益成長多重資產基金-美元NB(月配),TW000T4134H5,2019/9/25,CIOILU,
T4134J,凱基收益成長多重資產基金-人民幣B(月配),TW000T4134J1,2019/9/25,CIOILU,
T4134K,凱基收益成長多重資產基金-人民幣NA(累積),TW000T4134K9,2019/9/25,CIOGLU,
T4134L,凱基收益成長多重資產基金-人民幣NB(月配),TW000T4134L7,2019/9/25,CIOILU,
T4134M,凱基收益成長多重資產基金-南非幣B(月配),TW000T4134M5,2019/9/25,CIOILU,
T4134N,凱基收益成長多重資產基金-南非幣NB(月配),TW000T4134N3,2019/9/25,CIOILU,
T4134P,凱基收益成長多重資產基金-人民幣A(累積),TW000T4134P8,2019/9/25,CIOGLU,
T4135A,凱基２０２６到期新興市場債券,TW000T4135A7,2020/3/12,CIOGBU,
T4135B,凱基２０２６到期新興市場債券,TW000T4135B5,2020/3/12,CIOGBU,
T4135C,凱基２０２６到期新興市場債券,TW000T4135C3,2020/3/12,CIOGBU,
T4136A,凱基全球ＥＳＧ永續非投資等級,TW000T4136A5,2020/8/4,CIOGBU,
T4136B,凱基全球ＥＳＧ永續非投資等級,TW000T4136B3,2020/8/4,CIOIBU,
T4136C,凱基全球ＥＳＧ永續非投資等級,TW000T4136C1,2020/8/4,CIOGBU,
T4136D,凱基全球ＥＳＧ永續非投資等級,TW000T4136D9,2020/8/4,CIOIBU,
T4136E,凱基全球ＥＳＧ永續非投資等級,TW000T4136E7,2020/8/4,CIOGBU,
T4136F,凱基全球ＥＳＧ永續非投資等級,TW000T4136F4,2020/8/4,CIOIBU,
T4136G,凱基全球ＥＳＧ永續非投資等級,TW000T4136G2,2020/8/4,CIOGBU,
T4136H,凱基全球ＥＳＧ永續非投資等級,TW000T4136H0,2020/8/4,CIOIBU,
T4136J,凱基全球ＥＳＧ永續非投資等級,TW000T4136J6,2020/8/4,CIOIBU,
T4136K,凱基全球ＥＳＧ永續非投資等級,TW000T4136K4,2020/8/4,CIOGBU,
T4136L,凱基全球ＥＳＧ永續非投資等級,TW000T4136L2,2020/8/4,CIOIBU,
T4136M,凱基全球ＥＳＧ永續非投資等級,TW000T4136M0,2020/8/4,CIOIBU,
T4136N,凱基全球ＥＳＧ永續非投資等級,TW000T4136N8,2020/8/4,CIOIBU,
T4136P,凱基全球ＥＳＧ永續非投資等級,TW000T4136P3,2020/8/4,CIOGBU,
T4136Q,凱基全球ＥＳＧ永續非投資等級,TW000T4136Q1,2021/1/4,CIOIBU,
T4139A,凱基未來世代關鍵收息多重資產,TW000T4139A9,2021/3/2,CIOGLU,
T4139B,凱基未來世代關鍵收息多重資產,TW000T4139B7,2021/3/2,CIOILU,
T4139C,凱基未來世代關鍵收息多重資產,TW000T4139C5,2021/3/2,CIOGLU,
T4139D,凱基未來世代關鍵收息多重資產,TW000T4139D3,2021/3/2,CIOILU,
T4139E,凱基未來世代關鍵收息多重資產,TW000T4139E1,2021/3/2,CIOGLU,
T4139F,凱基未來世代關鍵收息多重資產,TW000T4139F8,2021/3/2,CIOILU,
T4139G,凱基未來世代關鍵收息多重資產,TW000T4139G6,2021/3/2,CIOGLU,
T4139H,凱基未來世代關鍵收息多重資產,TW000T4139H4,2021/3/2,CIOILU,
T4139J,凱基未來世代關鍵收息多重資產,TW000T4139J0,2021/3/2,CIOILU,
T4139K,凱基未來世代關鍵收息多重資產,TW000T4139K8,2021/3/2,CIOGLU,
T4139L,凱基未來世代關鍵收息多重資產,TW000T4139L6,2021/3/2,CIOILU,
T4139M,凱基未來世代關鍵收息多重資產,TW000T4139M4,2021/3/2,CIOGLU,
T4139N,凱基未來世代關鍵收息多重資產,TW000T4139N2,2021/3/2,CIOILU,
T4139P,凱基未來世代關鍵收息多重資產,TW000T4139P7,2021/3/2,CIOILU,
T4139X,凱基未來世代關鍵收息多重資產,TW000T4139X1,2021/3/2,CIOGLU,
T4139Y,凱基未來世代關鍵收息多重資產,TW000T4139Y9,2021/3/2,CIOGLU,
T4140A,凱基環球趨勢證券投資信託基金,TW000T4140A7,2021/5/3,CIOGEU,
T4140B,凱基環球趨勢證券投資信託基金,TW000T4140B5,2021/5/3,CIOGEU,
T4140C,凱基環球趨勢證券投資信託基金,TW000T4140C3,2021/5/3,CIOGEU,
T4140D,凱基環球趨勢證券投資信託基金,TW000T4140D1,2021/5/3,CIOGEU,
T4140E,凱基環球趨勢證券投資信託基金,TW000T4140E9,2021/5/3,CIOGEU,
T4140F,凱基環球趨勢證券投資信託基金,TW000T4140F6,2021/5/3,CIOGEU,
T4140G,凱基環球趨勢證券投資信託基金,TW000T4140G4,2021/5/3,CIOGEU,
T4140H,凱基環球趨勢證券投資信託基金,TW000T4140H2,2021/5/3,CIOGEU,
T4144A,凱基未來移動證券投資信託基金,TW000T4144A9,2022/3/10,CIOGEU,
T4144B,凱基未來移動證券投資信託基金,TW000T4144B7,2022/3/10,CIOGEU,
T4144C,凱基未來移動證券投資信託基金,TW000T4144C5,2022/3/10,CIOGEU,
T4144D,凱基未來移動證券投資信託基金,TW000T4144D3,2022/3/10,CIOGEU,
T4144E,凱基未來移動證券投資信託基金,TW000T4144E1,2022/3/10,CIOGEU,
T4144F,凱基未來移動證券投資信託基金,TW000T4144F8,2022/3/10,CIOGEU,
T4144G,凱基未來移動證券投資信託基金,TW000T4144G6,2022/3/10,CIOGEU,
T4144H,凱基未來移動證券投資信託基金,TW000T4144H4,2022/3/10,CIOGEU,
T4144J,凱基未來移動證券投資信託基金,TW000T4144J0,2022/3/10,CIOGEU,
T4144X,凱基未來移動證券投資信託基金,TW000T4144X1,2022/3/10,CIOGEU,
T4145A,凱基未來樂活多重資產證券投資,TW000T4145A6,2022/10/6,CIOGLU,
T4145B,凱基未來樂活多重資產證券投資,TW000T4145B4,2022/10/6,CIOILU,
T4145C,凱基未來樂活多重資產證券投資,TW000T4145C2,2022/10/6,CIOGLU,
T4145D,凱基未來樂活多重資產證券投資,TW000T4145D0,2022/10/6,CIOILU,
T4145E,凱基未來樂活多重資產證券投資,TW000T4145E8,2022/10/6,CIOGLU,
T4145F,凱基未來樂活多重資產證券投資,TW000T4145F5,2022/10/6,CIOILU,
T4145G,凱基未來樂活多重資產證券投資,TW000T4145G3,2022/10/6,CIOGLU,
T4145H,凱基未來樂活多重資產證券投資,TW000T4145H1,2022/10/6,CIOILU,
T4145J,凱基未來樂活多重資產證券投資,TW000T4145J7,2022/10/6,CIOILU,
T4145K,凱基未來樂活多重資產證券投資,TW000T4145K5,2022/10/6,CIOGLU,
T4145L,凱基未來樂活多重資產證券投資,TW000T4145L3,2022/10/6,CIOILU,
T4145M,凱基未來樂活多重資產證券投資,TW000T4145M1,2022/10/6,CIOGLU,
T4145N,凱基未來樂活多重資產證券投資,TW000T4145N9,2022/10/6,CIOILU,
T4145X,凱基未來樂活多重資產證券投資,TW000T4145X8,2022/10/6,CIOGLU,
T4145Y,凱基未來樂活多重資產證券投資,TW000T4145Y6,2022/10/6,CIOILU,
T4146A,凱基實質收息多重資產證券投資,TW000T4146A4,2023/7/24,CIOGLU,
T4146B,凱基實質收息多重資產證券投資,TW000T4146B2,2023/7/24,CIOILU,
T4146C,凱基實質收息多重資產證券投資,TW000T4146C0,2023/7/24,CIOGLU,
T4146D,凱基實質收息多重資產證券投資,TW000T4146D8,2023/7/24,CIOILU,
T4146E,凱基實質收息多重資產證券投資,TW000T4146E6,2023/7/24,CIOGLU,
T4146F,凱基實質收息多重資產證券投資,TW000T4146F3,2023/7/24,CIOILU,
T4146G,凱基實質收息多重資產證券投資,TW000T4146G1,2023/7/24,CIOGLU,
T4146H,凱基實質收息多重資產證券投資,TW000T4146H9,2023/7/24,CIOILU,
T4146J,凱基實質收息多重資產證券投資,TW000T4146J5,2023/7/24,CIOILU,
T4146K,凱基實質收息多重資產證券投資,TW000T4146K3,2023/7/24,CIOGLU,
T4146L,凱基實質收息多重資產證券投資,TW000T4146L1,2023/7/24,CIOILU,
T4146M,凱基實質收息多重資產證券投資,TW000T4146M9,2023/7/24,CIOGLU,
T4146N,凱基實質收息多重資產證券投資,TW000T4146N7,2023/7/24,CIOILU,
T4146X,凱基實質收息多重資產證券投資,TW000T4146X6,2023/7/24,CIOGLU,
T4146Y,凱基實質收息多重資產證券投資,TW000T4146Y4,2023/7/24,CIOILU,
T4209A,施羅德台灣樂活中小-I類型,TW000T4209A0,2014/4/7,CIOGEU,
T4209B,施羅德台灣樂活中小-C類型,TW000T4209B8,2018/12/28,CIOGEU,
T4209Y,施羅德台灣樂活中小-A類型,TW000T4209Y0,2007/11/16,CIOGEU,
T4216A,施羅德中國非投資等級債券證券,TW000T4216A5,2012/3/26,CIOGBU,
T4216B,施羅德中國非投資等級債券證券,TW000T4216B3,2012/3/26,CIOIBU,
T4216C,施羅德中國非投資等級債券證券,TW000T4216C1,2012/3/26,CIOGBU,
T4216D,施羅德中國非投資等級債券證券,TW000T4216D9,2012/3/26,CIOIBU,
T4216E,施羅德中國非投資等級債券證券,TW000T4216E7,2012/3/26,CIOGBU,
T4216F,施羅德中國非投資等級債券證券,TW000T4216F4,2012/3/26,CIOIBU,
T4221A,四年期新興市場主權債累,TW000T4221A5,2017/6/8,CIOGBU,
T4221B,四年期新興市場主權債配,TW000T4221B3,2017/6/8,CIOIBU,
T4221C,四年期新興市場主權債美累,TW000T4221C1,2017/6/8,CIOGBU,
T4221D,四年期新興市場主權債美配,TW000T4221D9,2017/6/8,CIOIBU,
T4225A,2022優質美累,TW000T4225A6,2018/6/13,CIOGBU,
T4225B,2022優質美配,TW000T4225B4,2018/6/13,CIOIBU,
T4225C,2022優質人累,TW000T4225C2,2018/6/13,CIOGBU,
T4225D,2022優質人配,TW000T4225D0,2018/6/13,CIOIBU,
T4226A,2024首選美累,TW000T4226A4,2019/9/4,CIOGBU,
T4226B,2024首選美配,TW000T4226B2,2019/9/4,CIOIBU,
T4226C,2024首選人累,TW000T4226C0,2019/9/4,CIOGBU,
T4226D,2024首選人配,TW000T4226D8,2019/9/4,CIOIBU,
T4226E,2024首選南非累,TW000T4226E6,2019/9/4,CIOGBU,
T4226F,2024首選南非配,TW000T4226F3,2019/9/4,CIOIBU,
T4228A,2025首選累,TW000T4228A0,2019/1/22,CIOGBU,
T4228B,2025首選美累,TW000T4228B8,2019/1/22,CIOGBU,
T4228C,2025首選人累,TW000T4228C6,2019/1/22,CIOGBU,
T4229A,2025雙盈美累,TW000T4229A8,2019/2/27,CIOGBU,
T4229B,2025雙盈美配,TW000T4229B6,2019/2/27,CIOIBU,
T4229C,2025雙盈人累,TW000T4229C4,2019/2/27,CIOGBU,
T4229D,2025雙盈人配,TW000T4229D2,2019/2/27,CIOIBU,
T4229E,2025雙盈南非累,TW000T4229E0,2019/2/27,CIOGBU,
T4229F,2025雙盈南非配,TW000T4229F7,2019/2/27,CIOIBU,
T4230A,2025優質美累,TW000T4230A6,2019/8/23,CIOGBU,
T4230B,2025優質美配,TW000T4230B4,2019/8/23,CIOIBU,
T4230C,2025優質人累,TW000T4230C2,2019/8/23,CIOGBU,
T4230D,2025優質人配,TW000T4230D0,2019/8/23,CIOIBU,
T4230E,2025優質南非累,TW000T4230E8,2019/8/23,CIOGBU,
T4230F,2025優質南非配,TW000T4230F5,2019/8/23,CIOIBU,
T4230G,2025優質澳累,TW000T4230G3,2019/8/23,CIOGBU,
T4230H,2025優質澳配,TW000T4230H1,2019/8/23,CIOIBU,
T4232A,施羅德２０２５到期新興市場債,TW000T4232A2,2019/12/26,CIOGBU,
T4232B,施羅德２０２５到期新興市場債,TW000T4232B0,2019/12/26,CIOIBU,
T4232C,施羅德２０２５到期新興市場債,TW000T4232C8,2019/12/26,CIOGBU,
T4232D,施羅德２０２５到期新興市場債,TW000T4232D6,2019/12/26,CIOIBU,
T4232E,施羅德２０２５到期新興市場債,TW000T4232E4,2019/12/26,CIOGBU,
T4232F,施羅德２０２５到期新興市場債,TW000T4232F1,2019/12/26,CIOIBU,
T4232G,施羅德２０２５到期新興市場債,TW000T4232G9,2019/12/26,CIOGBU,
T4232H,施羅德２０２５到期新興市場債,TW000T4232H7,2019/12/26,CIOIBU,
T4234A,施羅德全週期成長多重資產證券,TW000T4234A8,2021/1/11,CIOGLU,
T4234B,施羅德全週期成長多重資產證券,TW000T4234B6,2021/1/11,CIOILU,
T4234C,施羅德全週期成長多重資產證券,TW000T4234C4,2021/1/11,CIOGLU,
T4234D,施羅德全週期成長多重資產證券,TW000T4234D2,2021/1/11,CIOILU,
T4234E,施羅德全週期成長多重資產證券,TW000T4234E0,2023/9/25,CIOILU,
T4236A,施羅德全週期動態多元資產組合,TW000T4236A3,2023/4/27,CFOGIU,
T4236B,施羅德全週期動態多元資產組合,TW000T4236B1,2023/4/27,CFOIIU,
T4301Y,街口台灣證券投資信託基金,TW000T4301Y5,2002/6/4,CIOGEU,
T4302Y,街口平安貨幣市場證券投資信託,TW000T4302Y3,2002/10/14,CIOGEU,
T4303Y,街口中小型證券投資信託基金,TW000T4303Y1,2003/3/12,CIOGEU,
T4314Y,街口全球時尚精品證券投資信託,TW000T4314Y8,2007/1/19,CIOGEU,
T4338A,街口六年到期新興市場債券證券,TW000T4338A7,2019/5/30,CIOGBU,
T4338B,街口六年到期新興市場債券證券,TW000T4338B5,2019/5/30,CIOIBU,
T4338C,街口六年到期新興市場債券證券,TW000T4338C3,2019/5/30,CIOGBU,
T4338D,街口六年到期新興市場債券證券,TW000T4338D1,2019/5/30,CIOIBU,
T4338E,街口六年到期新興市場債券證券,TW000T4338E9,2019/5/30,CIOGBU,
T4338F,街口六年到期新興市場債券證券,TW000T4338F6,2019/5/30,CIOIBU,
T4338G,街口六年到期新興市場債券證券,TW000T4338G4,2019/5/30,CIOGBU,
T4338H,街口六年到期新興市場債券證券,TW000T4338H2,2019/5/30,CIOIBU,
T4340Y,街口多重資產證券投資信託基金,TW000T4340Y3,2019/11/4,CIOGLU,
T4407A,宏利３６０多重資產收益證券投,TW000T4407A0,2018/6/19,CIOGLU,
T4407B,宏利３６０多重資產收益證券投,TW000T4407B8,2018/6/19,CIOILU,
T4407C,宏利３６０多重資產收益證券投,TW000T4407C6,2018/6/19,CIOGLU,
T4407D,宏利３６０多重資產收益證券投,TW000T4407D4,2018/6/19,CIOILU,
T4407E,宏利３６０多重資產收益證券投,TW000T4407E2,2020/7/21,CIOGLU,
T4407F,宏利３６０多重資產收益證券投,TW000T4407F9,2020/7/21,CIOILU,
T4407G,宏利３６０多重資產收益證券投,TW000T4407G7,2020/7/21,CIOGLU,
T4407H,宏利３６０多重資產收益證券投,TW000T4407H5,2020/7/21,CIOILU,
T4407J,宏利３６０多重資產收益證券投,TW000T4407J1,2020/7/21,CIOGLU,
T4407K,宏利３６０多重資產收益證券投,TW000T4407K9,2020/7/21,CIOILU,
T4407L,宏利３６０多重資產收益證券投,TW000T4407L7,2020/7/21,CIOGLU,
T4407M,宏利３６０多重資產收益證券投,TW000T4407M5,2020/7/21,CIOILU,
T4408A,宏利澳洲優選債券收益證券投資,TW000T4408A8,2019/5/29,CIOGBU,
T4408B,宏利澳洲優選債券收益證券投資,TW000T4408B6,2019/5/29,CIOIBU,
T4408C,宏利澳洲優選債券收益證券投資,TW000T4408C4,2019/5/29,CIOGBU,
T4408D,宏利澳洲優選債券收益證券投資,TW000T4408D2,2019/5/29,CIOIBU,
T4408E,宏利澳洲優選債券收益證券投資,TW000T4408E0,2019/5/29,CIOGBU,
T4408F,宏利澳洲優選債券收益證券投資,TW000T4408F7,2019/5/29,CIOIBU,
T4408G,宏利澳洲優選債券收益證券投資,TW000T4408G5,2019/5/29,CIOGBU,
T4408H,宏利澳洲優選債券收益證券投資,TW000T4408H3,2019/5/29,CIOIBU,
T4501A,富蘭克林華美坦伯頓全球股票組,TW000T4501A0,2021/9/14,CFOGIU,
T4501Y,富蘭克林華美坦頓全球股票組合,TW000T4501Y0,2007/2/12,CFOGIU,
T4502Y,富蘭克林華美第一富基金,TW000T4502Y8,2002/12/13,CIOGEU,
T4503A,富蘭克林華美全球債券組合基金-累積型,TW000T4503A6,2005/6/29,CFOGIU,
T4503B,富蘭克林華美全球債券組合基金-分配型,TW000T4503B4,2005/6/29,CFOIIU,
T4503C,富蘭克林華美富蘭克林全球債券組合基金-美元(累積),TW000T4503C2,2015/10/13,CFOGIU,
T4503D,富蘭克林華美富蘭克林全球債券組合基金-美元(分配),TW000T4503D0,2015/10/13,CFOIIU,
T4504A,富蘭克林華美新世界股票基金-美元,TW000T4504A4,2015/10/13,CIOGEU,
T4504B,富蘭克林華美新世界股票基金-人民幣,TW000T4504B2,2015/10/13,CIOGEU,
T4504C,富蘭克林華美新世界股票證券投,TW000T4504C0,2020/9/14,CIOGEU,
T4504D,富蘭克林華美新世界股票證券投,TW000T4504D8,2020/9/14,CIOGEU,
T4504Y,富蘭克林華美新世界股票基金,TW000T4504Y4,2008/4/28,CIOGEU,
T4505Y,富蘭克林華美中華基金,TW000T4505Y1,2009/3/24,CIOGEU,
T4506Y,富蘭克林華美新興趨勢傘型基金之天然資源組合基金,TW000T4506Y9,2010/6/29,CFOGIU,
T4508A,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-累積型,TW000T4508A5,2010/6/29,CFOGIU,
T4508B,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-分配型,TW000T4508B3,2010/6/29,CFOIIU,
T4508C,富蘭克林華美新興趨勢傘型基金之積極回報債券組合基金-美元(累積),TW000T4508C1,2015/10/13,CFOGIU,
T4508D,富蘭克林華美新興趨勢傘型證券投資信託基金之積極回報債券組合基金-美元(分配),TW000T4508D9,2015/10/13,CFOIIU,
T4508E,富蘭克林華美新興趨勢傘型證券投資信託基金之積極回報債券組合基金-人民幣(累積),TW000T4508E7,2015/10/13,CFOGIU,
T4508F,富蘭克林華美新興趨勢傘型證券投資信託基金之積極回報債券組合基金-人民幣(分配),TW000T4508F4,2015/10/13,CFOIIU,
T4509A,富蘭克林華美中國消費基金-人民幣,TW000T4509A3,2015/7/22,CIOGEU,
T4509B,富蘭克林華美中國消費基金-美元,TW000T4509B1,2015/9/16,CIOGEU,
T4509Y,富蘭克林華美中國消費基金,TW000T4509Y3,2011/3/23,CIOGEU,
T4510Y,富蘭克林華美台股傘型基金之高科技基金,TW000T4510Y1,2011/5/16,CIOGEU,
T4512A,富蘭克林華美全球高收益債券基金-新臺幣A累積型,TW000T4512A7,2012/6/28,CIOGBU,
T4512B,富蘭克林華美全球高收益債券基金-新臺幣B分配型,TW000T4512B5,2012/6/28,CIOIBU,
T4512C,富蘭克林華美全球高收益債券基金-美元A累積型,TW000T4512C3,2013/10/11,CIOGBU,
T4512D,富蘭克林華美全球高收益債券基金-美元B分配型,TW000T4512D1,2013/10/11,CIOIBU,
T4512E,富蘭克林華美全球高收益債券基金-澳幣A累積型,TW000T4512E9,2013/10/11,CIOGBU,
T4512F,富蘭克林華美全球高收益債券基金-澳幣B分配型,TW000T4512F6,2013/10/11,CIOIBU,
T4512G,富蘭克林華美全球高收益債券基金-人民幣A累積型,TW000T4512G4,2014/9/12,CIOGBU,
T4512H,富蘭克林華美全球高收益債券基金-人民幣B分配型,TW000T4512H2,2014/9/12,CIOIBU,
T4512J,富蘭克林華美全球高收益債券基金-南非幣A累積型,TW000T4512J8,2015/9/16,CIOGBU,
T4512K,富蘭克林華美全球高收益債券託基金-南非幣B分配型,TW000T4512K6,2015/9/16,CIOIBU,
T4512L,富蘭克林華美全球高收益債券基金-新臺幣C分配型,TW000T4512L4,2017/1/11,CIOIBU,
T4512M,富蘭克林華美全球高收益債券基金-美元C分配型,TW000T4512M2,2017/1/11,CIOIBU,
T4512N,富蘭克林華美全球高收益債券基金-人民幣C分配型,TW000T4512N0,2017/1/11,CIOIBU,
T4512P,富蘭克林華美全球高收益債券基金-新臺幣NC分配型,TW000T4512P5,2019/1/23,CIOIBU,
T4512Q,富蘭克林華美全球高收益債券基金-美元NC分配型,TW000T4512Q3,2019/1/23,CIOIBU,
T4512R,富蘭克林華美全球高收益債券基金-人民幣NC分配型,TW000T4512R1,2019/1/23,CIOIBU,
T4512S,富蘭克林華美全球高收益債券基金-南非幣NC分配型,TW000T4512S9,2019/1/23,CIOIBU,
T4513Y,富蘭克林華美貨幣市場基金,TW000T4513Y5,2012/10/24,CIOGBU,
T4514A,富蘭克林華美全球投資級債券基金-累積,TW000T4514A3,2013/3/28,CIOGBU,
T4514B,富蘭克林華美全球投資級債券基金-分配,TW000T4514B1,2013/3/28,CIOIBU,
T4514C,富蘭克林華美全球投資級債券基金-美元(累積),TW000T4514C9,2015/10/13,CIOGBU,
T4514D,富蘭克林華美全球投資級債券基金-美元(分配),TW000T4514D7,2015/10/13,CIOIBU,
T4514E,富蘭克林華美全球投資級債券證,TW000T4514E5,2020/9/14,CIOIBU,
T4514F,富蘭克林華美全球投資級債券證,TW000T4514F2,2020/9/14,CIOIBU,
T4515A,富蘭克林華美中國A股基金-人民幣,TW000T4515A0,2015/7/22,CIOGBU,
T4515B,富蘭克林華美中國A股基金-美元,TW000T4515B8,2015/9/16,CIOGBU,
T4515C,富蘭克林華美中國Ａ股基金－新臺幣N類型,TW000T4515C6,2019/1/23,CIOGEU,
