有價證券代號及名稱,,國際證券辨識號碼(ISIN Code),發行日,CFICode,備註
T1506C,瑞銀２０２３至２０２５年機動,TW000T1506C8,2020/1/30,CIOGBU,
T1506D,瑞銀２０２３至２０２５年機動,TW000T1506D6,2020/1/30,CIOIBU,
T1506E,瑞銀２０２３至２０２５年機動,TW000T1506E4,2020/1/30,CIOGBU,
T1506F,瑞銀２０２３至２０２５年機動,TW000T1506F1,2020/1/30,CIOIBU,
T1507A,瑞銀優質精選收益證券投資信託,TW000T1507A0,2020/5/15,CIOGBU,
T1507B,瑞銀優質精選收益證券投資信託,TW000T1507B8,2020/5/15,CIOIBU,
T1507C,瑞銀優質精選收益證券投資信託,TW000T1507C6,2020/5/15,CIOGBU,
T1507D,瑞銀優質精選收益證券投資信託,TW000T1507D4,2020/5/15,CIOIBU,
T1507E,瑞銀優質精選收益證券投資信託,TW000T1507E2,2020/5/15,CIOGBU,
T1507F,瑞銀優質精選收益證券投資信託,TW000T1507F9,2020/5/15,CIOIBU,
T1507G,瑞銀優質精選收益證券投資信託,TW000T1507G7,2020/5/15,CIOGBU,
T1507H,瑞銀優質精選收益證券投資信託,TW000T1507H5,2020/5/15,CIOIBU,
T1507J,瑞銀優質精選收益證券投資信託,TW000T1507J1,2020/11/3,CIOIBU,
T1507K,瑞銀優質精選收益證券投資信託,TW000T1507K9,2020/11/3,CIOIBU,
T1507L,瑞銀優質精選收益證券投資信託,TW000T1507L7,2020/11/3,CIOIBU,
T1508A,瑞銀２０２６年到期優選新興亞,TW000T1508A8,2020/8/10,CIOGBU,
T1508B,瑞銀２０２６年到期優選新興亞,TW000T1508B6,2020/8/10,CIOIBU,
T1508C,瑞銀２０２６年到期優選新興亞,TW000T1508C4,2020/8/10,CIOGBU,
T1508D,瑞銀２０２６年到期優選新興亞,TW000T1508D2,2020/8/10,CIOIBU,
T1508E,瑞銀２０２６年到期優選新興亞,TW000T1508E0,2020/8/10,CIOGBU,
T1508F,瑞銀２０２６年到期優選新興亞,TW000T1508F7,2020/8/10,CIOIBU,
T1508G,瑞銀２０２６年到期優選新興亞,TW000T1508G5,2020/8/10,CIOGBU,
T1508H,瑞銀２０２６年到期優選新興亞,TW000T1508H3,2020/8/10,CIOIBU,
T1508J,瑞銀２０２６年到期優選新興亞,TW000T1508J9,2020/8/10,CIOGBU,
T1508K,瑞銀２０２６年到期優選新興亞,TW000T1508K7,2020/8/10,CIOIBU,
T1509A,瑞銀精選債券收益組合證券投資,TW000T1509A6,2021/2/2,CFOGIU,
T1509B,瑞銀精選債券收益組合證券投資,TW000T1509B4,2021/2/2,CFOIIU,
T1509C,瑞銀精選債券收益組合證券投資,TW000T1509C2,2021/2/2,CFOGIU,
T1509D,瑞銀精選債券收益組合證券投資,TW000T1509D0,2021/2/2,CFOIIU,
T1509E,瑞銀精選債券收益組合證券投資,TW000T1509E8,2021/5/14,CFOGIU,
T1509F,瑞銀精選債券收益組合證券投資,TW000T1509F5,2021/5/14,CFOIIU,
T1509G,瑞銀精選債券收益組合證券投資,TW000T1509G3,2021/5/14,CFOIIU,
T1509H,瑞銀精選債券收益組合證券投資,TW000T1509H1,2021/5/14,CFOIIU,
T1509J,瑞銀精選債券收益組合證券投資,TW000T1509J7,2021/5/14,CFOIIU,
T1510A,瑞銀２０２７年到期優選新興市,TW000T1510A4,2021/4/26,CIOGBU,
T1510B,瑞銀２０２７年到期優選新興市,TW000T1510B2,2021/4/26,CIOIBU,
T1510C,瑞銀２０２７年到期優選新興市,TW000T1510C0,2021/4/26,CIOGBU,
T1510D,瑞銀２０２７年到期優選新興市,TW000T1510D8,2021/4/26,CIOIBU,
T1510E,瑞銀２０２７年到期優選新興市,TW000T1510E6,2021/4/26,CIOGBU,
T1510F,瑞銀２０２７年到期優選新興市,TW000T1510F3,2021/4/26,CIOIBU,
T1510G,瑞銀２０２７年到期優選新興市,TW000T1510G1,2021/4/26,CIOGBU,
T1510H,瑞銀２０２７年到期優選新興市,TW000T1510H9,2021/4/26,CIOIBU,
T1511A,瑞銀全球永續組合證券投資信託,TW000T1511A2,2022/11/4,CFOGIU,
T1511B,瑞銀全球永續組合證券投資信託,TW000T1511B0,2022/11/4,CFOIIU,
T1511C,瑞銀全球永續組合證券投資信託,TW000T1511C8,2022/11/4,CFOIIU,
T1511D,瑞銀全球永續組合證券投資信託,TW000T1511D6,2022/11/4,CFOGIU,
T1511E,瑞銀全球永續組合證券投資信託,TW000T1511E4,2022/11/4,CFOIIU,
T1511F,瑞銀全球永續組合證券投資信託,TW000T1511F1,2022/11/4,CFOIIU,
T1511G,瑞銀全球永續組合證券投資信託,TW000T1511G9,2022/11/4,CFOGIU,
T1511H,瑞銀全球永續組合證券投資信託,TW000T1511H7,2022/11/4,CFOIIU,
T1511J,瑞銀全球永續組合證券投資信託,TW000T1511J3,2022/11/4,CFOIIU,
T1511K,瑞銀全球永續組合證券投資信託,TW000T1511K1,2022/11/4,CFOGIU,
T1511L,瑞銀全球永續組合證券投資信託,TW000T1511L9,2022/11/4,CFOIIU,
T1511M,瑞銀全球永續組合證券投資信託,TW000T1511M7,2022/11/4,CFOIIU,
T1601Y,群益奧斯卡基金,TW000T1601Y1,2005/10/25,CIOGEU,
T1602Y,群益多重收益組合基金,TW000T1602Y9,2006/3/15,CFOGIU,
T1603Y,群益葛萊美基金,TW000T1603Y7,2006/5/25,CIOGEU,
T1604Y,群益亞太新趨勢平衡基金,TW000T1604Y5,2006/9/1,CIOGEU,
T1605B,群益新興金鑽基金-美元,TW000T1605B0,2017/3/12,CIOGEU,
T1605Y,新興金鑽台幣,TW000T1605Y2,2007/2/12,CIOGEU,
T1607Y,群益多重資產組合基金,TW000T1607Y8,2005/7/11,CFOGIU,
T1608Y,群益中小型股基金,TW000T1608Y6,1996/2/12,CIOGEU,
T1609B,馬拉松-I類型,TW000T1609B2,2018/5/29,CIOGEU,
T1609C,群益馬拉松證券投資信託基金,TW000T1609C0,2021/9/7,CIOGEU,
T1609Y,群益馬拉松,TW000T1609Y4,1996/8/20,CIOGEU,
T1610Y,群益東方盛世基金,TW000T1610Y2,2009/7/29,CIOGEU,
T1611B,華夏盛世基金-美元,TW000T1611B8,2015/5/14,CIOGEU,
T1611C,華夏盛世基金-人民幣,TW000T1611C6,2015/5/14,CIOGEU,
T1611D,華夏盛世基金N-新台幣,TW000T1611D4,2017/11/10,CIOGEU,
T1611E,華夏盛世基金N-美元,TW000T1611E2,2017/11/10,CIOGEU,
T1611F,華夏盛世基金N-人民幣,TW000T1611F9,2017/11/10,CIOGEU,
T1611Y,華夏盛世台幣,TW000T1611Y0,2009/12/22,CIOGEU,
T1612B,群益店頭市場證券投資信託基金,TW000T1612B6,2021/9/7,CIOGEU,
T1612Y,群益店頭市場,TW000T1612Y8,1997/2/13,CIOGEU,
T1613Y,群益長安基金,TW000T1613Y6,1998/2/19,CIOGEU,
T1614B,群益創新科技證券投資信託基金,TW000T1614B2,2021/9/7,CIOGEU,
T1614Y,群益創新科技,TW000T1614Y4,1999/6/5,CIOGEU,
T1615Y,群益安穩貨幣市場基金,TW000T1615Y1,1996/5/18,CIOGEU,
T1616Y,群益真善美基金,TW000T1616Y9,1999/11/19,CIOGEU,
T1617Y,群益平衡王基金,TW000T1617Y7,2000/10/16,CIOGEU,
T1618Y,群益安家基金,TW000T1618Y5,2004/11/19,CIOGEU,
T1619B,群益印巴雙星基金N,TW000T1619B1,2017/11/10,CIOGEU,
T1619Y,群益印巴雙星基金,TW000T1619Y3,2010/4/20,CIOGEU,
T1621Y,群益多利策略組合基金,TW000T1621Y9,2010/11/16,CFOGIU,
T1622B,東協成長基金-美元,TW000T1622B5,2015/10/12,CIOGEU,
T1622C,東協成長基金-人民幣,TW000T1622C3,2015/10/12,CIOGEU,
T1622Y,東協成長基金-台幣,TW000T1622Y7,2011/3/22,CIOGEU,
T1623B,印度中小基金-美元,TW000T1623B3,2015/10/12,CIOGEU,
T1623C,印度中小基金-人民幣,TW000T1623C1,2015/10/12,CIOGEU,
T1623D,群益印度中小基金N-新台幣,TW000T1623D9,2017/11/10,CIOGEU,
T1623E,群益印度中小基金N-美元,TW000T1623E7,2017/11/10,CIOGEU,
T1623F,群益印度中小基金N-人民幣,TW000T1623F4,2017/11/10,CIOGEU,
T1623Y,印度中小基金-台幣,TW000T1623Y5,2011/6/8,CIOGEU,
T1625B,大中華雙力優勢基金-美元,TW000T1625B8,2015/10/12,CIOGEU,
T1625C,大中華雙力優勢基金-人民幣,TW000T1625C6,2015/10/12,CIOGEU,
T1625Y,大中華雙力優勢基金-台幣,TW000T1625Y0,2011/12/14,CIOGEU,
T1626A,亞洲新興市場投資級債券A,TW000T1626A8,2012/3/13,CIOGBU,
T1626B,亞洲新興市場投資級債券B,TW000T1626B6,2012/3/13,CIOIBU,
T1626C,群益亞洲新興市場投資級債券基金-NA(累積型),TW000T1626C4,2017/11/10,CIOGBU,
T1626D,群益亞洲新興市場投資級債券基金-NB(月配型),TW000T1626D2,2017/11/10,CIOIBU,
T1626E,群益亞洲新興市場投資級債券證,TW000T1626E0,2021/7/8,CIOGBU,
T1626F,群益亞洲新興市場投資級債券證,TW000T1626F7,2021/7/8,CIOIBU,
T1626G,群益亞洲新興市場投資級債券證,TW000T1626G5,2021/7/8,CIOGBU,
T1626H,群益亞洲新興市場投資級債券證,TW000T1626H3,2021/7/8,CIOIBU,
T1649A,全球生技台幣,TW000T1649A0,2013/12/25,CIOGEU,
T1649B,全球生技美金,TW000T1649B8,2013/12/25,CIOGEU,
T1649C,群益全球關鍵生技基金N-新台幣,TW000T1649C6,2017/11/10,CIOGEU,
T1649D,群益全球關鍵生技基金N-美元,TW000T1649D4,2017/11/10,CIOGEU,
T1650A,美國亮點台幣,TW000T1650A8,2013/12/25,CIOGEU,
T1650B,美國亮點美金,TW000T1650B6,2013/12/25,CIOGEU,
T1650C,群益美國新創亮點基金N-新台幣,TW000T1650C4,2017/11/10,CIOGEU,
T1650D,群益美國新創亮點基金N-美元,TW000T1650D2,2017/11/10,CIOGEU,
T1651A,中國新機會基金-新台幣,TW000T1651A6,2014/3/26,CIOGEU,
T1651B,中國新機會基金-美元,TW000T1651B4,2014/3/26,CIOGEU,
T1651C,中國新機會基金-人民幣,TW000T1651C2,2015/9/7,CIOGEU,
T1651D,中國新機會基金N-新台幣,TW000T1651D0,2017/11/10,CIOGEU,
T1651E,中國新機會基金N-美元,TW000T1651E8,2017/11/10,CIOGEU,
T1651F,中國新機會基金N-人民幣,TW000T1651F5,2017/11/10,CIOGEU,
T1652A,工業國A台幣,TW000T1652A4,2014/6/25,CIOGEU,
T1652B,工業國B台幣,TW000T1652B2,2014/6/25,CIOIEU,
T1652C,工業國A美元,TW000T1652C0,2014/6/25,CIOGEU,
T1652D,工業國B美元,TW000T1652D8,2014/6/25,CIOIEU,
T1652E,工業國A人民幣,TW000T1652E6,2015/1/19,CIOGEU,
T1652F,工業國B人民幣,TW000T1652F3,2015/1/19,CIOIEU,
T1652G,工業國入息基金NA(累積型-新台幣),TW000T1652G1,2017/11/10,CIOGEU,
T1652H,工業國入息基金NB(月配型-新台幣),TW000T1652H9,2017/11/10,CIOIEU,
T1652J,工業國入息基金NA(累積型-美元),TW000T1652J5,2017/11/10,CIOGEU,
T1652K,工業國入息基金NB(月配型-美元),TW000T1652K3,2017/11/10,CIOIEU,
T1652L,工業國入息基金NA(累積型-人民幣),TW000T1652L1,2017/11/10,CIOGEU,
T1652M,工業國入息基金NB(月配型-人民幣),TW000T1652M9,2017/11/10,CIOIEU,
T1653A,人民幣貨幣台,TW000T1653A2,2014/10/30,CIOGEU,
T1653B,人民幣貨幣人,TW000T1653B0,2014/10/30,CIOGEU,
T1655A,金綻雙喜A台,TW000T1655A7,2015/1/21,CFOGIU,
T1655B,金綻雙喜B台,TW000T1655B5,2015/1/21,CFOIIU,
T1655C,金綻雙喜A美,TW000T1655C3,2015/1/21,CFOGIU,
T1655D,金綻雙喜B美,TW000T1655D1,2015/1/21,CFOIIU,
T1655E,金綻雙喜A澳,TW000T1655E9,2015/1/21,CFOGIU,
T1655F,金綻雙喜B澳,TW000T1655F6,2015/1/21,CFOIIU,
T1655G,金綻雙喜A非,TW000T1655G4,2015/1/21,CFOGIU,
T1655H,金綻雙喜B非,TW000T1655H2,2015/1/21,CFOIIU,
T1655J,環球金綻雙喜基金NA(累積型-新台幣),TW000T1655J8,2017/11/10,CFOGIU,
T1655K,環球金綻雙喜基金NB(月配型-新台幣),TW000T1655K6,2017/11/10,CFOIIU,
T1655L,環球金綻雙喜基金NA(累積型-美元),TW000T1655L4,2017/11/10,CFOGIU,
T1655M,環球金綻雙喜基金NB(月配型-美元),TW000T1655M2,2017/11/10,CFOIIU,
T1655N,群益環球金綻雙喜證券投資信託,TW000T1655N0,2017/11/10,CFOGIU,
T1655P,群益環球金綻雙喜證券投資信託,TW000T1655P5,2017/11/10,CFOIIU,
T1655Q,群益環球金綻雙喜證券投資信託,TW000T1655Q3,2017/11/10,CFOGIU,
T1655R,群益環球金綻雙喜證券投資信託,TW000T1655R1,2017/11/10,CFOIIU,
T1655S,群益環球金綻雙喜證券投資信託,TW000T1655S9,2021/4/28,CFOGIU,
T1655T,群益環球金綻雙喜證券投資信託,TW000T1655T7,2021/4/28,CFOIIU,
T1655U,群益環球金綻雙喜證券投資信託,TW000T1655U5,2021/4/28,CFOGIU,
T1655V,群益環球金綻雙喜證券投資信託,TW000T1655V3,2021/4/28,CFOIIU,
T1656A,中國金采平衡A台,TW000T1656A5,2015/6/2,CIOGEU,
T1656B,中國金采平衡B台,TW000T1656B3,2015/6/2,CIOGMU,
T1656C,中國金采平衡A美,TW000T1656C1,2015/6/2,CIOGEU,
T1656D,中國金采平衡B美,TW000T1656D9,2015/6/2,CIOIEU,
T1656E,中國金采平衡A人,TW000T1656E7,2015/6/2,CIOGEU,
T1656F,中國金采平衡B人,TW000T1656F4,2015/6/2,CIOIEU,
T1657A,大印度基金-新台幣,TW000T1657A3,2016/3/22,CIOGEU,
T1657B,大印度基金-美元,TW000T1657B1,2016/3/22,CIOGEU,
T1657C,大印度基金-人民幣,TW000T1657C9,2016/3/22,CIOGEU,
T1657D,大印度基金N-新台幣,TW000T1657D7,2017/11/10,CIOGEU,
T1657E,大印度基金N-美元,TW000T1657E5,2017/11/10,CIOGEU,
T1657F,大印度基金N-人民幣,TW000T1657F2,2017/11/10,CIOGEU,
T1658A,全球地產入息A台幣,TW000T1658A1,2016/5/31,CIOGRU,
T1658B,全球地產入息B台幣,TW000T1658B9,2016/5/31,CIOIRU,
T1658C,全球地產入息A美元,TW000T1658C7,2016/5/31,CIOGRU,
T1658D,全球地產入息B美元,TW000T1658D5,2016/5/31,CIOIRU,
T1658E,全球地產入息A人民幣,TW000T1658E3,2016/5/31,CIOGRU,
T1658F,全球地產入息B人民幣,TW000T1658F0,2016/5/31,CIOIRU,
T1658G,群益全球地產入息基金NA(累積型-新台幣),TW000T1658G8,2017/11/10,CIOGRU,
T1658H,群益全球地產入息基金NB(月配型-新台幣),TW000T1658H6,2017/11/10,CIOIRU,
T1658J,群益全球地產入息基金NA(累積型-美元),TW000T1658J2,2017/11/10,CIOGRU,
T1658K,群益全球地產入息基金NB(月配型-美元),TW000T1658K0,2017/11/10,CIOIRU,
T1658L,群益全球地產入息基金NA(累積型-人民幣),TW000T1658L8,2017/11/10,CIOGRU,
T1658M,群益全球地產入息基金NB(月配型-人民幣),TW000T1658M6,2017/11/10,CIOIRU,
T1659A,金選報酬平衡A台幣,TW000T1659A9,2016/9/12,CIOGRU,
T1659B,金選報酬平衡B台幣,TW000T1659B7,2016/9/12,CIOIRU,
T1659C,金選報酬平衡A美元,TW000T1659C5,2016/9/12,CIOGRU,
T1659D,金選報酬平衡B美元,TW000T1659D3,2016/9/12,CIOIRU,
T1659E,金選報酬平衡A人民幣,TW000T1659E1,2016/9/12,CIOGRU,
T1659F,金選報酬平衡B人民幣,TW000T1659F8,2016/9/12,CIOIRU,
T1659G,群益金選報酬平衡基金NA(累積型-新台幣),TW000T1659G6,2017/11/10,CIOGBU,
T1659H,群益金選報酬平衡基金NB(月配型-新台幣),TW000T1659H4,2017/11/10,CIOIBU,
T1659J,群益金選報酬平衡基金NA(累積型-美元),TW000T1659J0,2017/11/10,CIOGBU,
T1659K,群益金選報酬平衡基金NB(月配型-美元),TW000T1659K8,2017/11/10,CIOIBU,
T1659L,群益金選報酬平衡基金NA(累積型-人民幣),TW000T1659L6,2017/11/10,CIOGBU,
T1659M,群益金選報酬平衡基金NB(月配型-人民幣),TW000T1659M4,2017/11/10,CIOIBU,
T1661A,全球特別股收益A台幣,TW000T1661A5,2017/6/21,CIOGEU,
T1661B,全球特別股收益B台幣,TW000T1661B3,2017/6/21,CIOIEU,
T1661C,全球特別股收益A美元,TW000T1661C1,2017/6/21,CIOGEU,
T1661D,全球特別股收益B美元,TW000T1661D9,2017/6/21,CIOIEU,
T1661E,全球特別股收益A人民幣,TW000T1661E7,2017/6/21,CIOGEU,
T1661F,全球特別股收益B人民幣,TW000T1661F4,2017/6/21,CIOIEU,
T1661G,群益全球特別股收益基金NA(累積型-新台幣),TW000T1661G2,2017/11/10,CIOGEU,
T1661H,群益全球特別股收益基金NB(月配型-新台幣),TW000T1661H0,2017/11/10,CIOIEU,
T1661J,群益全球特別股收益基金NA(累積型-美元),TW000T1661J6,2017/11/10,CIOGEU,
T1661K,群益全球特別股收益基金NB(月配型-美元),TW000T1661K4,2017/11/10,CIOIEU,
T1661L,群益全球特別股收益基金NA(累積型-人民幣),TW000T1661L2,2017/11/10,CIOGEU,
T1661M,群益全球特別股收益基金NB(月配型-人民幣),TW000T1661M0,2017/11/10,CIOIEU,
T1661N,群益全球特別股收益證券投資信,TW000T1661N8,2017/6/21,CIOGEU,
T1665A,全球優先順位高收益債A台幣,TW000T1665A6,2018/4/30,CIOGBU,
T1665B,全球優先順位高收益債B台幣,TW000T1665B4,2018/4/30,CIOIBU,
T1665C,全球優先順位高收益債NA台幣,TW000T1665C2,2018/4/30,CIOGBU,
T1665D,全球優先順位高收益債NB台幣,TW000T1665D0,2018/4/30,CIOIBU,
T1665E,全球優先順位高收益債A美元,TW000T1665E8,2018/4/30,CIOGBU,
T1665F,全球優先順位高收益債B美元,TW000T1665F5,2018/4/30,CIOIBU,
T1665G,全球優先順位高收益債NA美元,TW000T1665G3,2018/4/30,CIOGBU,
T1665H,全球優先順位高收益債NB美元,TW000T1665H1,2018/4/30,CIOIBU,
T1665J,全球優先順位高收益債A人民幣,TW000T1665J7,2018/4/30,CIOGBU,
T1665K,全球優先順位高收益債B人民幣,TW000T1665K5,2018/4/30,CIOIBU,
T1665L,全球優先順位高收益債NA人民幣,TW000T1665L3,2018/4/30,CIOGBU,
T1665M,全球優先順位高收益債NB人民幣,TW000T1665M1,2018/4/30,CIOIBU,
T1665N,群益全球優先順位高收益債券證,TW000T1665N9,2018/4/30,CIOGBU,
T1667Y,群益2028REVERSO美元保本證券投資信託基金,TW000T1667Y2,2018/11/16,CIOGMU,
T1668A,潛力收益多重資產基金A台幣,TW000T1668A0,2018/12/5,CIOGMU,
T1668B,潛力收益多重資產基金B台幣,TW000T1668B8,2018/12/5,CIOIMU,
T1668C,潛力收益多重資產基金NA台幣,TW000T1668C6,2018/12/5,CIOGMU,
T1668D,潛力收益多重資產基金NB台幣,TW000T1668D4,2018/12/5,CIOIMU,
T1668E,潛力收益多重資產基金A美元,TW000T1668E2,2018/12/5,CIOGMU,
T1668F,潛力收益多重資產基金B美元,TW000T1668F9,2018/12/5,CIOIMU,
T1668G,潛力收益多重資產基金NA美元,TW000T1668G7,2018/12/5,CIOGMU,
T1668H,潛力收益多重資產基金NB美元,TW000T1668H5,2018/12/5,CIOIMU,
T1668J,潛力收益多重資產基金A人民幣,TW000T1668J1,2018/12/5,CIOGMU,
T1668K,潛力收益多重資產基金B人民幣,TW000T1668K9,2018/12/5,CIOIMU,
T1668L,潛力收益多重資產基金NA人民幣,TW000T1668L7,2018/12/5,CIOGMU,
T1668M,潛力收益多重資產基金NB人民幣,TW000T1668M5,2018/12/5,CIOIMU,
T1669A,全民成長樂退組合基金A台幣,TW000T1669A8,2019/7/23,CFOGIU,
T1669B,全民成長樂退組合基金B台幣,TW000T1669B6,2019/7/23,CFOIIU,
T1669C,全民成長樂退組合基金NB台幣,TW000T1669C4,2019/7/23,CFOIIU,
T1669D,全民成長樂退組合基金P台幣,TW000T1669D2,2019/7/23,CFOGIU,
T1669E,全民成長樂退組合基金A美元,TW000T1669E0,2019/7/23,CFOGIU,
T1669F,全民成長樂退組合基金B美元,TW000T1669F7,2019/7/23,CFOIIU,
T1669G,全民成長樂退組合基金NB美元,TW000T1669G5,2019/7/23,CFOIIU,
T1669H,群益全民成長樂退組合證券投資,TW000T1669H3,2023/6/26,CFOGIU,
T1670A,全民優質樂退組合基金A台幣,TW000T1670A6,2019/7/23,CFOGIU,
T1670B,全民優質樂退組合基金B台幣,TW000T1670B4,2019/7/23,CFOIIU,
T1670C,全民優質樂退組合基金NB台幣,TW000T1670C2,2019/7/23,CFOIIU,
T1670D,全民優質樂退組合基金P台幣,TW000T1670D0,2019/7/23,CFOGIU,
T1670E,全民優質樂退組合基金A美元,TW000T1670E8,2019/7/23,CFOGIU,
T1670F,全民優質樂退組合基金B美元,TW000T1670F5,2019/7/23,CFOIIU,
T1670G,全民優質樂退組合基金NB美元,TW000T1670G3,2019/7/23,CFOIIU,
T1670H,群益全民優質樂退組合證券投資,TW000T1670H1,2023/6/26,CFOGIU,
T1671A,全民安穩樂退組合基金A台幣,TW000T1671A4,2019/7/23,CFOGIU,
T1671B,全民安穩樂退組合基金B台幣,TW000T1671B2,2019/7/23,CFOIIU,
T1671C,全民安穩樂退組合基金NB台幣,TW000T1671C0,2019/7/23,CFOIIU,
T1671D,全民安穩樂退組合基金P台幣,TW000T1671D8,2019/12/25,CFOGIU,
T1671E,群益全民安穩樂退組合證券投資,TW000T1671E6,2019/7/23,CFOGIU,
T1671F,全民安穩樂退組合基金B美元,TW000T1671F3,2019/7/23,CFOIIU,
T1671G,全民安穩樂退組合基金NB美元,TW000T1671G1,2019/7/23,CFOIIU,
T1671H,群益全民安穩樂退組合證券投資,TW000T1671H9,2023/6/26,CFOGIU,
T1672A,全球策略收益金融債券基金A台幣,TW000T1672A2,2019/10/8,CIOGBU,
T1672B,全球策略收益金融債券基金B台幣,TW000T1672B0,2019/10/8,CIOIBU,
T1672C,全球策略收益金融債券基金NA台幣,TW000T1672C8,2019/10/8,CIOGBU,
T1672D,全球策略收益金融債券基金NB台幣,TW000T1672D6,2019/10/8,CIOIBU,
T1672E,全球策略收益金融債券基金A美元,TW000T1672E4,2019/10/8,CIOGBU,
T1672F,全球策略收益金融債券基金B美元,TW000T1672F1,2019/10/8,CIOIBU,
T1672G,全球策略收益金融債券基金NA美元,TW000T1672G9,2019/10/8,CIOGBU,
T1672H,全球策略收益金融債券基金NB美元,TW000T1672H7,2019/10/8,CIOIBU,
T1672J,全球策略收益金融債券基金A人民幣,TW000T1672J3,2019/10/8,CIOGBU,
T1672K,全球策略收益金融債券基金B人民幣,TW000T1672K1,2019/10/8,CIOIBU,
T1672L,全球策略收益金融債券基金NA人民幣,TW000T1672L9,2019/10/8,CIOGBU,
T1672M,全球策略收益金融債券基金NB人民幣,TW000T1672M7,2019/10/8,CIOIBU,
T1672N,群益全球策略收益金融債券證券,TW000T1672N5,2019/10/8,CIOGBU,
T1673A,群益智慧聯網電動車證券投資信,TW000T1673A0,2022/12/5,CIOGEU,
T1673B,群益智慧聯網電動車證券投資信,TW000T1673B8,2022/12/5,CIOGEU,
T1673C,群益智慧聯網電動車證券投資信,TW000T1673C6,2022/12/5,CIOGEU,
T1673D,群益智慧聯網電動車證券投資信,TW000T1673D4,2022/12/5,CIOGEU,
T1673E,群益智慧聯網電動車證券投資信,TW000T1673E2,2022/12/5,CIOGEU,
T1673F,群益智慧聯網電動車證券投資信,TW000T1673F9,2022/12/5,CIOGEU,
T1677A,群益優化收益成長多重資產證券,TW000T1677A1,2023/9/21,CIOGMU,
T1677B,群益優化收益成長多重資產證券,TW000T1677B9,2023/9/21,CIOIMU,
T1677C,群益優化收益成長多重資產證券,TW000T1677C7,2023/9/21,CIOGMU,
T1677D,群益優化收益成長多重資產證券,TW000T1677D5,2023/9/21,CIOIMU,
